    0.096331     0.298785    -0.417302    -0.537369    -1.794004     1.636033     1.166671     1.292483     2.160069     2.979166     0.563043     1.184204  1
    1.693515     1.946076     2.405782     2.530721     2.528181     0.840836     1.163590     1.874966     1.577585     1.508583     1.105316     0.370255  1
    0.707976    -0.165653    -1.249683    -0.488936    -1.648887    -0.484686     0.280548    -0.328629     0.194810    -0.273993     0.321536    -0.050786  1
    2.092626     0.367898    -0.143340     1.274295     0.667024     2.724194    -0.683302    -0.014066     0.905957     0.519220     0.640034     0.057291  1
    0.028411    -0.146789     1.217902     0.060359     0.899842     1.091192     0.797125     0.401861     0.040848     0.823736     0.552306     0.378109  1
    1.715630     0.923458     0.384695     0.992607     1.591820     1.675377    -0.134833     2.499583     2.436273     1.062007     1.472863     1.618669  1
    1.729967    -0.188810    -0.059639     0.207828     0.564878    -0.183374     1.012155     0.012121     0.498402     0.635868    -0.329784    -0.440406  1
   -0.354610    -0.285358    -0.269885     2.356789     0.375132    -0.327599     0.775603     0.736459     0.170111     2.055339    -0.066771     0.008646  1
   -0.743790    -0.528216     1.117798     0.577459     0.611014     0.684822     1.834050     0.622278     2.186321     2.667420     0.602610     0.833152  1
    1.512776     0.910122     0.237851     0.020666    -0.403605     0.821391     1.278023     0.918405     1.903916     1.598895     1.229799     2.520356  1
   -1.959654    -0.229297     0.474333    -0.243765     0.178592     0.915660    -0.782219    -0.005479    -0.244988    -0.637185    -0.367172     0.744881  1
    2.007107     2.331687     0.988982     1.586143     1.622389     1.359861     1.650717     1.516683    -0.189196     1.353287     0.279676     0.287303  1
    2.247470     1.276122     0.535035     0.948082     0.569941     1.729732     1.265859     0.952882     1.267121     0.420679     1.645796     0.823264  1
   -1.220409     0.131494    -0.732519    -0.877008    -0.592423     0.787369     1.304328     1.669858    -0.065804    -0.588787     0.411464    -0.083613  1
    0.959863     0.345015     0.877787     1.513240     0.633835     1.621079    -1.745350     0.128581     0.280921    -0.024470     0.613242    -0.365883  1
    2.365465     1.656121     1.506228     0.842975     1.082870     0.615857     2.869145     1.052346     0.850309     1.528422     1.878849     0.687429  1
    1.467541     0.539764     0.350481     0.456070    -0.910943    -1.433281    -0.214738     1.775663    -0.475654     0.440687    -0.802220    -1.997593  1
    1.338626     1.137704     0.033167    -0.879239     1.262279     0.482407     1.765207     1.414023    -0.098282    -0.261089     0.998464     0.615193  1
    1.631673     1.494186     0.459688    -0.519971    -0.283881     0.259639     1.421228     1.981222     0.591495     0.465107     1.431757     1.620217  1
   -0.055925    -0.537167    -1.402474    -0.622045     0.084464     0.876684     0.397556     1.447245     0.721387     0.088373     0.563436     0.614570  1
   -0.086464    -0.036021     0.777570     0.813849     0.214764     0.378033     0.986777     1.091989     1.714706     1.991826     1.519502     0.424927  1
    0.786211     0.485399     1.308575     1.521109     1.966870     1.246434     1.513850     1.231630     1.890948     1.855778     0.953786     1.764463  1
   -0.039849    -0.094130     2.327801     0.508572     0.000273    -0.002622     1.172344     1.431429     1.789480     1.982315     2.093484     1.364133  1
   -0.298266     0.222046    -0.912129    -0.487574    -0.327231    -0.666895     2.106079     1.212745    -0.214734     1.665459     0.144668    -0.550703  1
    0.692676    -0.128922    -0.947320    -0.087493    -0.417798    -0.200258    -1.573565    -1.253043    -0.046028    -0.908161    -0.853369    -0.010199  1
    1.652654     1.879027     0.911516     0.909619     1.523864     0.689970     2.915957     2.698672     2.932893     1.290783     1.918719     0.768123  1
    0.890854     1.295812     1.367882     0.868048    -0.002354     0.998390     0.570646     1.901182    -0.326358     3.109278     1.792389     0.570774  1
    1.020687     0.037912     0.003766     2.371838     0.920831     1.517688     0.438688    -0.759744    -0.270139     1.041421    -0.064503     0.708768  1
    1.660007     1.758457     1.779868     0.833469     0.660113     0.333358     3.061792     2.327200     2.799956     3.291970     1.241365     2.212966  1
   -0.641535    -0.949669    -0.592498    -0.354634    -0.010142     1.604016     1.275763     1.070281     0.537767     1.725043     1.962470    -0.209318  1
   -1.017204    -0.501358    -1.830021     0.010088     0.564921    -0.530150     1.139147     1.317488    -0.670316     1.959852     1.201178     0.439291  1
   -1.121734     0.021496    -0.625502    -0.880150    -0.225689     0.568403    -1.466707    -1.710586    -0.197203     0.710028     0.162965    -0.087514  1
   -0.354120     0.781673    -1.003292     0.293012    -0.007105     1.084349    -0.321443    -0.343687    -0.627894    -1.321034    -1.056360     0.802225  1
    0.711249    -1.088954     0.100150    -0.071437    -0.234015     1.271628     0.522621     0.183317    -0.736834    -0.481307    -0.580673    -1.168740  1
    1.059066     0.810589     0.734722     1.539289     0.288542     0.781009     1.678510     1.389225     1.417087     1.705108     0.561387     1.023772  1
   -1.451776    -1.411554    -1.767858    -0.109364    -0.507979     0.256147    -0.082378     1.101302     0.383135     0.352156     0.156386     0.986497  1
   -0.365775    -1.131257    -0.956056     0.449059    -0.190949    -0.772530     0.119372    -0.631823    -0.785947     1.051343     0.168489    -0.422585  1
    2.210848     2.523147     2.093687     1.308692     0.590175    -0.118294     1.411961     2.065763     2.625525     3.658807     3.264651     1.232193  1
